   2       100301.jpg       100302.jpg   1       2.9390     4.1549 
   3       100501.jpg       100503.jpg   1      29.1703     4.6270 
   4       101100.jpg       101101.jpg   1      75.3234     4.6471 
   5       101400.jpg       101402.jpg   1      28.7678     5.0637 
   6       101600.jpg       101601.jpg   1      21.4819     4.8197 
   7       101700.jpg       101701.jpg   1      19.8135     4.4596 
   9       103100.jpg       103101.jpg   1      33.4352     4.3099 
  10       103100.jpg       103900.jpg   1       0.0000     0.0000 
  11       103100.jpg       103901.jpg   1      33.4352     4.3099 
  12       103101.jpg       103102.jpg   1      24.4076     4.0357 
  13       103101.jpg       103900.jpg   1      35.0447     4.0591 
  14       103101.jpg       103901.jpg   1       0.0000     0.0000 
  15       103101.jpg       103902.jpg   1      24.4076     4.0357 
  16       103102.jpg       103901.jpg   1      20.2741     4.2295 
  17       103102.jpg       103902.jpg   1       0.0000     0.0000 
  18       103400.jpg       103401.jpg   1       5.8750     4.1345 
  19       103500.jpg       103501.jpg   1      21.0367     4.6607 
  20       103500.jpg       103502.jpg   1      39.6152     4.6143 
  21       103500.jpg       103503.jpg   1      31.9348     4.5930 
  22       103501.jpg       103502.jpg   1      43.5271     4.6600 
  23       103501.jpg       103503.jpg   1      56.6829     4.6054 
  24       103502.jpg       103503.jpg   1      10.9134     4.5966 
  28       103701.jpg       103702.jpg   1      44.2680     4.4021 
  29       103900.jpg       103901.jpg   1      33.4352     4.3099 
  30       103901.jpg       103902.jpg   1      24.4076     4.0357 
  31       104000.jpg       104001.jpg   1      11.4568     4.3305 
  32       104000.jpg       104002.jpg   1      10.7963     4.3814 
  33       104000.jpg       104006.jpg   1      13.4660     4.3429 
  34       104000.jpg       104101.jpg   1      58.6898     4.4060 
  35       104001.jpg       104002.jpg   1       8.4314     4.3232 
  36       104001.jpg       104006.jpg   1      11.4553     4.3332 
  37       104001.jpg       104101.jpg   1      54.4529     4.3830 
  38       104002.jpg       104006.jpg   1      13.6208     4.3225 
  39       104002.jpg       104101.jpg   1      52.6993     4.3539 
  40       104003.jpg       104004.jpg   1      12.2673     4.1482 
  41       104005.jpg       104006.jpg   1      21.0959     4.2081 
  42       104100.jpg       104101.jpg   1      66.7867     4.1444 
  43       104300.jpg       104301.jpg   1     298.4389     4.9987 
  44       104700.jpg       104701.jpg   1     363.7869     4.4125 
  47       104901.jpg       104902.jpg   1     125.9019     4.6152 
  48       105600.jpg       105601.jpg   1      37.7155     4.9887 
  49       106000.jpg       106002.jpg   1      85.6717     5.0616 
  50       106200.jpg       106201.jpg   1      18.3559     5.0436 
  51       106200.jpg       106202.jpg   1      19.8435     4.9581 
  52       106201.jpg       106202.jpg   1       9.1564     4.9728 
  53       106500.jpg       106501.jpg   1     138.0683     4.6312 
  55       106600.jpg       106602.jpg   1      23.0567     4.6676 
  56       106601.jpg       106604.jpg   1      85.2647     4.6826 
  57       106603.jpg       106604.jpg   1      34.8809     4.6592 
  62       106900.jpg       106901.jpg   1      18.2754     4.7447 
  63       107100.jpg       107101.jpg   1      72.6285     4.1167 
  64       107200.jpg       107202.jpg   1      83.7082     4.4312 
  66       107400.jpg       107401.jpg   1       4.4091     4.3422 
  67       107600.jpg       107601.jpg   1       9.6649     4.2328 
  68       108100.jpg       108101.jpg   1       7.7720     4.8886 
  70       108104.jpg       108105.jpg   1     120.7671     5.0914 
  71       109400.jpg       109401.jpg   1      63.3525     4.1437 
  72       109400.jpg       109402.jpg   1     114.7200     4.1440 
  73       109401.jpg       109402.jpg   1      68.7244     4.2975 
  74       110100.jpg       110101.jpg   1     175.8587     4.1191 
  75       110301.jpg       110302.jpg   1      33.9643     4.6156 
  77       110800.jpg       110802.jpg   1      42.3102     4.5614 
  79       110900.jpg       110901.jpg   1      79.4626     5.1096 
  80       111000.jpg       111001.jpg   1      29.8691     4.9555 
  81       111000.jpg       111002.jpg   1      33.8312     4.9211 
  82       111001.jpg       111002.jpg   1       5.3126     5.0083 
  83       111400.jpg       111401.jpg   1      72.7825     4.6102 
  84       111800.jpg       111801.jpg   1      15.1344     4.2807 
  85       112000.jpg       112001.jpg   1      32.8870     4.8149 
  86       112100.jpg       112101.jpg   1       5.7680     4.5141 
  87       112401.jpg       112402.jpg   1      89.7702     4.4480 
  88       112403.jpg       112404.jpg   1       9.2222     4.7947 
  89       112404.jpg       112407.jpg   1      31.2823     4.7168 
  90       112405.jpg       112406.jpg   1      74.5198     5.0335 
  91       112405.jpg       112407.jpg   1      62.2455     5.0073 
  92       112406.jpg       112407.jpg   1      34.1453     4.9799 
  93       112406.jpg       112408.jpg   1      48.3986     4.9779 
  95       113501.jpg       113502.jpg   1      51.8465     4.6788 
  96       115700.jpg       115701.jpg   1      34.1289     4.7326 
  97       115700.jpg       115702.jpg   1      85.7635     4.6806 
  98       115701.jpg       115702.jpg   1     103.7852     4.6601 
  99       116000.jpg       116001.jpg   1      35.7604     4.8142 
 100       116400.jpg       116401.jpg   1     168.6388     4.8213 
 101       116401.jpg       116402.jpg   1      20.0412     4.6380 
 102       116700.jpg       116702.jpg   1      81.0229     4.7981 
 103       117200.jpg       117201.jpg   1      63.6808     4.7530 
 104       117300.jpg       117301.jpg   1      38.4763     4.8245 
 105       117301.jpg       117302.jpg   1     125.6512     4.8488 
 106       117400.jpg       117401.jpg   1      23.1548     5.1042 
 107       117402.jpg       117403.jpg   1      24.4847     5.1089 
 108       118300.jpg       118302.jpg   1      97.3307     4.7432 
 109       118302.jpg       118303.jpg   1     356.8728     4.7319 
 110       118600.jpg       118601.jpg   1      31.2886     5.0113 
 111       119200.jpg       119201.jpg   1      43.4418     4.7763 
 112       119400.jpg       119401.jpg   1      32.2984     4.8298 
 113       119500.jpg       119501.jpg   1      62.6838     5.0829 
 114       119601.jpg       119602.jpg   1     193.9807     4.4375 
 115       120100.jpg       120101.jpg   1      50.2796     4.5770 
 116       120700.jpg       120701.jpg   1     103.6223     5.0486 
 117       120700.jpg       120703.jpg   1      52.7562     5.0886 
 118       120701.jpg       120703.jpg   1     196.3818     5.0408 
 119       120900.jpg       120901.jpg   1      32.7140     4.7729 
 120       121400.jpg       121401.jpg   1      34.4798     4.6425 
 121       122301.jpg       122302.jpg   1     321.2478     4.9638 
 122       122400.jpg       122401.jpg   1      17.8924     4.7397 
 123       122400.jpg       122402.jpg   1      73.1880     4.7885 
 124       122401.jpg       122402.jpg   1      62.9109     4.7086 
 125       122500.jpg       122501.jpg   1      29.1517     4.5098 
 126       122600.jpg       122601.jpg   1      19.4949     4.8934 
 127       122600.jpg       122602.jpg   1      22.6867     4.8815 
 128       122601.jpg       122602.jpg   1      13.3499     4.8006 
 129       122704.jpg       122705.jpg   1      31.6224     4.8490 
 130       122800.jpg       122801.jpg   1      13.7504     4.8930 
 131       122900.jpg       122901.jpg   1      14.9374     4.7709 
 132       123000.jpg       123001.jpg   1      18.1804     4.6280 
 133       123002.jpg       123003.jpg   1      24.6317     4.5515 
 134       123600.jpg       123601.jpg   1      13.0209     4.8675 
 135       123600.jpg       123602.jpg   1      18.9890     4.8199 
 136       123601.jpg       123602.jpg   1      14.3222     4.5887 
 137       123700.jpg       123701.jpg   1      80.2466     5.0077 
 138       123800.jpg       123801.jpg   1      40.3581     4.6619 
 139       123900.jpg       123901.jpg   1     104.0700     4.6519 
