1 112406.jpg       112407.jpg  1   0.86440    225.7     35.6    936.7    206 0.100   100 0.986 
1 112406.jpg       112408.jpg  1   0.67832    306.2     48.8   2067.0    115 0.158   23 1.147
1     116401.jpg       116400.jpg  1   0.73661    579.1    190.1   4319.3    121 0.160   15 1.041
1     116401.jpg       116402.jpg  1   0.89374    409.9     14.1   3176.4    635 0.039   476 0.547
1   DSCN2021_m.JPG   DSCN2045_m.JPG  1   0.83262    129.3     21.4   2142.1    102 0.112   40 1.319
1   DSCN2021_m.JPG   DSCN2108_m.JPG  0   0.73279    178.4     66.1   1385.5    100 0.106   32 1.188
1   DSCN2021_m.JPG   DSCN2109_m.JPG  1   0.89741    110.2      8.0    613.8    110 0.104   41 1.011
1   DSCN2021_m.JPG   DSCN2111_m.JPG  1   0.87801    188.0     43.2   2193.3    95 0.102   34 1.181
1      101400.jpg       101402.jpg  1   0.74060    172.2     22.9    790.8    38 0.105   8 1.733      
1   IMG_2807_h.JPG   IMG_2808_h.JPG  10   0.81316    243.0     23.7   1477.1    46 0.151   19 0.976
1   IMG_2807_h.JPG   IMG_2809_h.JPG  10   0.76605    169.0     18.8   1278.9    38 0.147   24 1.987
1   IMG_2807_h.JPG   IMG_2817_h.JPG  10   0.83190    239.9     20.2   1405.3    39 0.123   24 1.047
1   IMG_2807_h.JPG   IMG_2819_h.JPG  10   0.89027    244.9      9.9   1224.5    48 0.158   17 0.941
1   IMG_2808_h.JPG   IMG_2809_h.JPG  10   0.89289    242.9     29.5   1074.9    88 0.136   26 1.257
1   IMG_2808_h.JPG   IMG_2817_h.JPG  10   0.84247    252.4     43.6   1243.0    63 0.168   23 1.103
1   IMG_2808_h.JPG   IMG_2819_h.JPG  10   0.86027    274.9     13.4   1097.1    61 0.122   28 1.101
1 DSCN2089_m.JPG   DSCN2093_m.JPG  0   0.77262     34.4     11.0    242.9    37 0.161   13 1.468
1 DSCN2089_m.JPG   DSCN2085_m.JPG  0   0.68050    356.9    423.8   1639.4    20 0.077   9 0.841
1  106604.jpg       106601.jpg  1   0.78855    226.3    110.0   1260.1    49 0.152   24 1.226
1   010_c.JPG        075_c.JPG  2   0.75499    589.7     87.6   5771.8    66 0.146   29 1.098
1  106604.jpg       106603.jpg  1   0.88322    136.6     29.1    398.4    114 0.154   23 1.261
1   103500.jpg       103501.jpg  1   0.85432    244.6     16.1   1479.8    303 0.108   96 0.905
1   103500.jpg       103502.jpg  10   0.90502    299.3     42.9   1746.7    56 0.208   14 1.443
1   103500.jpg       103503.jpg  1   0.82005    290.0     31.2   1742.1    45 0.217   18 1.534
1    124200.jpg       124201.jpg  1   0.65788    185.0     50.2   1302.6    48 0.184   14 1.323
1    124200.jpg       124202.jpg  1   0.71678    181.7     38.1   1298.8    31 0.186   13 1.455
2127   DSCN2105_m.JPG   DSCN2229_m.JPG  2   0.67069    605.1    525.0   2872.7    38 0.138   14 1.740
1395        010_c.JPG        113_c.JPG  2   0.75608    903.8    215.6   7694.7    63 0.170   26 1.195
1691   DSCN2015_m.JPG   DSCN2170_m.JPG  2   0.63057    440.7    159.4   8861.8    43 0.096   19 1.299
1683   DSCN2014_m.JPG   DSCN2100_m.JPG  0   0.68167    512.4    248.9   4116.8    55 0.107   33 1.131
1583        186_c.JPG        208_c.JPG  0   0.77126   1266.6    380.6   9939.4    137 0.154   40 1.171
1441        028_c.JPG        029_c.JPG  0   0.55507    911.3    545.0  10989.4    262 0.112   80 1.084
1245       119401.jpg       119601.jpg  2   0.88654    614.2    176.8   3734.4    43 0.223   11 1.563
2564   IMG_2944_b.JPG   IMG_2969_b.JPG  2   0.85819    669.3    100.0   5631.1    80 0.138   27 1.161
1830   DSCN2035_m.JPG   DSCN2193_m.JPG  0   0.73120    387.8     74.7  11999.3    62 0.107   24 1.176
1828   DSCN2035_m.JPG   DSCN2044_m.JPG  0   0.63264   1067.9    560.5   4341.8    62 0.098   24 0.952
