   2       100301.jpg       100302.jpg   1       2.9390     3.4220 
   3       100501.jpg       100503.jpg   1      29.1703     4.0670 
   4       101100.jpg       101101.jpg   1      75.3234     4.1973 
   5       101400.jpg       101402.jpg   1      28.7678     4.7302 
   6       101600.jpg       101601.jpg   1      21.4819     4.1916 
   7       101700.jpg       101701.jpg   1      19.8135     3.7388 
   9       103100.jpg       103101.jpg   1      33.4352     3.7072 
  10       103100.jpg       103900.jpg   1       0.0000     0.0000 
  11       103100.jpg       103901.jpg   1      33.4352     3.7072 
  12       103101.jpg       103102.jpg   1      24.4076     3.3665 
  13       103101.jpg       103900.jpg   1      35.0447     3.3873 
  14       103101.jpg       103901.jpg   1       0.0000     0.0000 
  15       103101.jpg       103902.jpg   1      24.4076     3.3665 
  16       103102.jpg       103901.jpg   1      20.2741     3.5723 
  17       103102.jpg       103902.jpg   1       0.0000     0.0000 
  18       103400.jpg       103401.jpg   1       5.8750     3.4575 
  19       103500.jpg       103501.jpg   1      21.0367     4.2188 
  20       103500.jpg       103502.jpg   1      39.6152     4.2030 
  21       103500.jpg       103503.jpg   1      31.9348     4.2036 
  22       103501.jpg       103502.jpg   1      43.5271     4.1293 
  23       103501.jpg       103503.jpg   1      56.6829     4.0848 
  24       103502.jpg       103503.jpg   1      10.9134     3.9608 
  28       103701.jpg       103702.jpg   1      44.2680     3.8189 
  29       103900.jpg       103901.jpg   1      33.4352     3.7072 
  30       103901.jpg       103902.jpg   1      24.4076     3.3665 
  31       104000.jpg       104001.jpg   1      11.4568     3.5262 
  32       104000.jpg       104002.jpg   1      10.7963     3.6145 
  33       104000.jpg       104006.jpg   1      13.4660     3.5738 
  34       104000.jpg       104101.jpg   1      58.6898     3.6063 
  35       104001.jpg       104002.jpg   1       8.4314     3.6236 
  36       104001.jpg       104006.jpg   1      11.4553     3.6608 
  37       104001.jpg       104101.jpg   1      54.4529     3.6900 
  38       104002.jpg       104006.jpg   1      13.6208     3.5860 
  39       104002.jpg       104101.jpg   1      52.6993     3.6181 
  40       104003.jpg       104004.jpg   1      12.2673     3.4544 
  41       104005.jpg       104006.jpg   1      21.0959     3.4498 
  42       104100.jpg       104101.jpg   1      66.7867     3.4402 
  43       104300.jpg       104301.jpg   1     298.4389     4.6007 
  44       104700.jpg       104701.jpg   1     363.7869     3.9403 
  47       104901.jpg       104902.jpg   1     125.9019     4.1951 
  48       105600.jpg       105601.jpg   1      37.7155     4.5855 
  49       106000.jpg       106002.jpg   1      85.6717     4.9143 
  50       106200.jpg       106201.jpg   1      18.3559     4.6152 
  51       106200.jpg       106202.jpg   1      19.8435     4.4863 
  52       106201.jpg       106202.jpg   1       9.1564     4.5478 
  53       106500.jpg       106501.jpg   1     138.0683     4.3412 
  55       106600.jpg       106602.jpg   1      23.0567     4.2696 
  56       106601.jpg       106604.jpg   1      85.2647     4.2680 
  57       106603.jpg       106604.jpg   1      34.8809     4.1838 
  62       106900.jpg       106901.jpg   1      18.2754     4.1319 
  63       107100.jpg       107101.jpg   1      72.6285     3.5241 
  64       107200.jpg       107202.jpg   1      83.7082     3.6454 
  66       107400.jpg       107401.jpg   1       4.4091     3.8078 
  67       107600.jpg       107601.jpg   1       9.6649     3.4641 
  68       108100.jpg       108101.jpg   1       7.7720     4.3434 
  70       108104.jpg       108105.jpg   1     120.7671     4.5366 
  71       109400.jpg       109401.jpg   1      63.3525     3.5459 
  72       109400.jpg       109402.jpg   1     114.7200     3.5184 
  73       109401.jpg       109402.jpg   1      68.7244     3.5811 
  74       110100.jpg       110101.jpg   1     175.8587     3.5445 
  75       110301.jpg       110302.jpg   1      33.9643     4.1983 
  77       110800.jpg       110802.jpg   1      42.3102     3.9484 
  79       110900.jpg       110901.jpg   1      79.4626     4.8547 
  80       111000.jpg       111001.jpg   1      29.8691     4.4028 
  81       111000.jpg       111002.jpg   1      33.8312     4.3685 
  82       111001.jpg       111002.jpg   1       5.3126     4.4658 
  83       111400.jpg       111401.jpg   1      72.7825     4.0145 
  84       111800.jpg       111801.jpg   1      15.1344     3.6561 
  85       112000.jpg       112001.jpg   1      32.8870     4.3080 
  86       112100.jpg       112101.jpg   1       5.7680     4.0313 
  87       112401.jpg       112402.jpg   1      89.7702     3.9531 
  88       112403.jpg       112404.jpg   1       9.2222     4.2857 
  89       112404.jpg       112407.jpg   1      31.2823     4.1033 
  90       112405.jpg       112406.jpg   1      74.5198     4.6109 
  91       112405.jpg       112407.jpg   1      62.2455     4.5532 
  92       112406.jpg       112407.jpg   1      34.1453     4.4158 
  93       112406.jpg       112408.jpg   1      48.3986     4.4244 
  95       113501.jpg       113502.jpg   1      51.8465     4.0650 
  96       115700.jpg       115701.jpg   1      34.1289     4.1956 
  97       115700.jpg       115702.jpg   1      85.7635     4.1006 
  98       115701.jpg       115702.jpg   1     103.7852     4.2680 
  99       116000.jpg       116001.jpg   1      35.7604     4.2156 
 100       116400.jpg       116401.jpg   1     168.6388     4.3277 
 101       116401.jpg       116402.jpg   1      20.0412     3.9665 
 102       116700.jpg       116702.jpg   1      81.0229     4.1504 
 103       117200.jpg       117201.jpg   1      63.6808     4.1472 
 104       117300.jpg       117301.jpg   1      38.4763     4.3317 
 105       117301.jpg       117302.jpg   1     125.6512     4.5473 
 106       117400.jpg       117401.jpg   1      23.1548     4.7604 
 107       117402.jpg       117403.jpg   1      24.4847     4.6765 
 108       118300.jpg       118302.jpg   1      97.3307     4.3669 
 109       118302.jpg       118303.jpg   1     356.8728     4.3443 
 110       118600.jpg       118601.jpg   1      31.2886     4.5948 
 111       119200.jpg       119201.jpg   1      43.4418     4.0767 
 112       119400.jpg       119401.jpg   1      32.2984     4.3101 
 113       119500.jpg       119501.jpg   1      62.6838     4.4268 
 114       119601.jpg       119602.jpg   1     193.9807     3.9470 
 115       120100.jpg       120101.jpg   1      50.2796     4.1871 
 116       120700.jpg       120701.jpg   1     103.6223     4.4547 
 117       120700.jpg       120703.jpg   1      52.7562     4.5805 
 118       120701.jpg       120703.jpg   1     196.3818     4.4708 
 119       120900.jpg       120901.jpg   1      32.7140     4.2004 
 120       121400.jpg       121401.jpg   1      34.4798     4.1255 
 121       122301.jpg       122302.jpg   1     321.2478     4.4890 
 122       122400.jpg       122401.jpg   1      17.8924     4.0607 
 123       122400.jpg       122402.jpg   1      73.1880     4.1166 
 124       122401.jpg       122402.jpg   1      62.9109     4.1641 
 125       122500.jpg       122501.jpg   1      29.1517     4.0965 
 126       122600.jpg       122601.jpg   1      19.4949     4.4377 
 127       122600.jpg       122602.jpg   1      22.6867     4.4102 
 128       122601.jpg       122602.jpg   1      13.3499     4.2814 
 129       122704.jpg       122705.jpg   1      31.6224     4.3475 
 130       122800.jpg       122801.jpg   1      13.7504     4.4919 
 131       122900.jpg       122901.jpg   1      14.9374     4.4275 
 132       123000.jpg       123001.jpg   1      18.1804     4.0714 
 133       123002.jpg       123003.jpg   1      24.6317     4.1369 
 134       123600.jpg       123601.jpg   1      13.0209     4.5019 
 135       123600.jpg       123602.jpg   1      18.9890     4.4713 
 136       123601.jpg       123602.jpg   1      14.3222     4.2008 
 137       123700.jpg       123701.jpg   1      80.2466     4.6022 
 138       123800.jpg       123801.jpg   1      40.3581     4.1920 
 139       123900.jpg       123901.jpg   1     104.0700     4.2993 
 143       124100.jpg       124101.jpg   1      27.2941     4.1914 
 144       124100.jpg       124201.jpg   1      44.8436     4.1765 
 145       124200.jpg       124201.jpg   1      54.6818     4.4236 
 146       124200.jpg       124202.jpg   1      43.1280     4.4888 
 147       124201.jpg       124202.jpg   1      11.4468     4.6470 
 148       124400.jpg       124402.jpg   1      67.0990     4.2457 
 149       125100.jpg       125101.jpg   1      14.3193     3.7788 
 150       125202.jpg       125203.jpg   1      29.2532     4.2923 
 151       125500.jpg       125501.jpg   1      38.9814     4.3377 
 152       125700.jpg       125701.jpg   1       5.4264     4.0718 
 153       125700.jpg       125702.jpg   1       6.6897     4.0736 
 154       125700.jpg       125703.jpg   1      10.1437     4.1572 
 155       125700.jpg       125800.jpg   1     197.2977     4.5779 
 156       125700.jpg       125801.jpg   1     196.6059     4.5038 
 157       125700.jpg       125802.jpg   1     199.1203     4.5571 
 158       125701.jpg       125702.jpg   1       1.5725     4.1187 
 159       125701.jpg       125703.jpg   1      11.1796     4.2387 
 160       125701.jpg       125800.jpg   1     196.6135     4.6519 
 161       125701.jpg       125801.jpg   1     196.1499     4.6359 
 162       125701.jpg       125802.jpg   1     198.5631     4.6755 
 163       125702.jpg       125703.jpg   1       6.2606     4.1307 
 164       125702.jpg       125800.jpg   1     169.1320     4.5682 
 165       125702.jpg       125801.jpg   1     168.5644     4.5909 
 166       125702.jpg       125802.jpg   1     170.6413     4.5524 
 167       125703.jpg       125800.jpg   1     146.1478     4.5363 
 168       125703.jpg       125801.jpg   1     146.0110     4.4607 
 169       125703.jpg       125802.jpg   1     147.9364     4.5061 
 170       125800.jpg       125801.jpg   1       0.6448     2.8992 
 171       125800.jpg       125802.jpg   1       0.5092     2.8430 
 172       125801.jpg       125802.jpg   1       0.5839     2.8393 
 173       126001.jpg       126002.jpg   1      35.4994     3.8930 
 174       126200.jpg       126201.jpg   1      11.4503     4.6393 
 175       126400.jpg       126500.jpg   1     126.3732     5.1270 
 176       126400.jpg       126501.jpg   1      27.9925     5.1010 
